01/07/2022,INSTACART HALIFAX,43.14,0,2176.9
01/10/2022,PAYMENT - THANK YOU,0,100.0,2076.9
01/12/2022,BEST BUY TORONTO,62.14,0,2139.04
01/14/2022,PAYMENT - THANK YOU,0,300.0,1839.04
01/15/2022,HOME DEPOT TORONTO,310.51,0,2149.55
02/14/2022,YOGEN FRUZ SCARBOROUGH,15.14,0,2164.69
02/14/2022,WAL-MART SUPERCENTER,32.79,0,2197.48
02/25/2022,PAYMENT - THANK YOU,0,20.0,2177.48
02/28/2022,SHOPPERS DRUG MART,69.03,0,2246.51
03/07/2022,MCDONALDS SCARBOROUGH,18.5,0,2265.01
03/07/2022,NOFRILLS SCARBOROUGH,180.66,0,2445.67
03/14/2022,H & M SCARBOROUGH,45.3,0,2490.97
03/14/2022,URBAN KIDS SCARBOROUGH,18.89,0,2509.86
04/28/2022,MCDONALDS SCARBOROUGH,21.2,0,2531.06
04/28/2022,TIM HORTONS TORONTO,3.02,0,2534.08
04/28/2022,SHOPPERS DRUG MART,19.87,0,2553.95
05/17/2022,WAL-MART SUPERCENTER,96.03,0,2649.98
05/19/2022,JIAN HING FOODMART,181.89,0,2831.87
05/26/2022,MINISO SCARBOROUGH,27.23,0,2859.1
06/01/2022,MCDONALDS SCARBOROUGH,3.76,0,2862.86
06/09/2022,MTO SCARBOROUGH,510.92,0,3373.78
06/14/2022,SZECHUAN EXPRESS TORONTO,30.68,0,3404.46
06/14/2022,HIGH PARK CONCESSION TORONTO,12.0,0,3416.46
06/28/2022,MCDONALDS SCARBOROUGH,22.09,0,3438.55
07/14/2022,KINTON RAMEN SCARBOROUGH,50.44,0,3488.99
07/18/2022,BATEMANS BICYCLE TORONTO,655.4,0,4144.39
07/27/2022,NOFRILLS SCARBOROUGH,71.01,0,4215.4
07/27/2022,MCDONALDS SCARBOROUGH,16.46,0,4231.86
09/09/2022,ONCE UPON A CHILD SCARBOROUGH,102.89,0,4334.75
09/10/2022,NOFRILLS SCARBOROUGH,19.97,0,4354.72
09/15/2022,SHOPPERS DRUG MART SCARBOROUGH,15.23,0,4369.95
09/19/2022,SHOPPERS DRUG MART TORONTO,39.57,0,4409.52
10/04/2022,TIM HORTONS TORONTO,5.64,0,4415.16
10/04/2022,UBER EATS TORONTO,39.68,0,4454.84
10/12/2022,UBER TRIP TORONTO,17.3,0,4472.14
10/12/2022,STARBUCKS TORONTO,6.5,0,4478.64
11/03/2022,PRESTO TORONTO,20.0,0,4498.64
11/04/2022,PAYMENT - THANK YOU,0,764.0,3734.64
11/12/2022,UBER TRIP TORONTO,18.0,0,3752.64
11/15/2022,PRESTO TORONTO,20.0,0,3772.64
