12/05/2023,PRESTO AUTL TORONTO,20.0,0,5989.42
12/07/2023,HEROKU* NOV-89978932,36.24,0,6025.66
12/12/2023,DR. TAVAKOLI DENTISTRY TORONTO,146.0,0,6171.66
12/13/2023,PAYMENT - THANK YOU,0,600.0,5571.66
12/15/2023,REWARDS REDEMPTION TORONTO,0,88.0,5483.66
01/04/2024,PRESTO AUTL TORONTO,20.0,0,5503.66
01/07/2024,NATIONAL THRIFT STORES NORTH YORK,47.63,0,5551.29
01/09/2024,COSTAS MOBILE SCARBOROUGH,503.98,0,6055.27
01/10/2024,PAYMENT - THANK YOU,0,100.0,5955.27
01/12/2024,PAYMENT - THANK YOU,0,800.0,5155.27
02/07/2024,PRESTO AUTL TORONTO,20.0,0,5175.27
02/08/2024,HEROKU* JAN-91979181,35.97,0,5211.24
02/09/2024,ONCE UPON A CHILD SCARBOROUGH,54.58,0,5265.82
02/09/2024,TAGPUAN NORTH YORK,28.95,0,5294.77
02/09/2024,PAYMENT - THANK YOU,0,600.0,4694.77
03/08/2024,PAYMENT - THANK YOU,0,400.0,4294.77
03/19/2024,ECONOMICAL INSURANCE WATERLOO,311.0,0,4605.77
03/21/2024,DR. TAVAKOLI DENTISTRY TORONTO,306.0,0,4911.77
03/26/2024,HEROKU* FEB-92848152,36.29,0,4948.06
03/25/2024,THE HOME DEPOT #7001 SCARBOROUGH,21.15,0,4969.21
04/04/2024,TORONTO PARKING AUTHORITY,20.0,0,4989.21
04/05/2024,EXPERT TAILOR & CLEANERS TORONTO,57.57,0,5046.78
04/06/2024,THE HOME DEPOT #7001 SCARBOROUGH,129.86,0,5176.64
04/09/2024,AMZN Mktp CA*4U6Y63NY3,91.24,0,5267.88
04/10/2024,SHOPPERS DRUG MART SCARBOROUGH,22.38,0,5290.26
05/02/2024,MCDONALDS SCARBOROUGH,5.64,0,5295.9
05/03/2024,RICHARD & RUTHS NF #7 NORTH YORK,32.57,0,5328.47
05/04/2024,WINNERS 264 SCARBOROUGH,45.17,0,5373.64
05/06/2024,NATIONAL THRIFT STORES NORTH YORK,16.72,0,5390.36
05/06/2024,ESSO CIRCLE K NORTH YORK,30.0,0,5420.36
06/04/2024,UBER CANADA/UBERTRIP TORONTO,29.31,0,5449.67
06/05/2024,TIM HORTONS SCARBOROUGH,16.91,0,5466.58
06/06/2024,HEROKU* MAY-95404262,36.62,0,5503.2
06/06/2024,ALIS NO FRILLS SCARBOROUGH,203.38,0,5706.58
06/07/2024,TAGPUAN NORTH YORK,18.05,0,5724.63
07/03/2024,UBER EATS TORONTO,14.01,0,5738.64
07/05/2024,WINNERS SCARBOROUGH,72.29,0,5810.93
07/08/2024,HEROKU* JUN-96244722,36.4,0,5847.33
07/09/2024,Adobe Inc,29.37,0,5876.7
07/09/2024,UBER TRIP TORONTO,13.05,0,5889.75
10/05/2024,PINOY MINI STORE NORTH YORK,101.7,0,5991.45
10/06/2024,ALDO TORONTO,128.81,0,6120.26
10/06/2024,REWARDS REDEMPTION TORONTO,0,46.0,6074.26
10/07/2024,HEROKU* SEP-98483241,45.98,0,6120.24
10/07/2024,ALIS NO FRILLS SCARBOROUGH,178.96,0,6299.2
11/06/2024,AMZN Mktp CA*J48QH74Q3,201.09,0,6500.29
11/06/2024,UBER EATS TORONTO,20.88,0,6521.17
11/06/2024,UPG*PAYMENTICO.COM,29.93,0,6551.1
11/06/2024,LAWRENCE PHARMACY SCARBOROUGH,41.41,0,6592.51
11/07/2024,AMZN Mktp CA*FH0Y82W23,193.43,0,6785.94
