01/05/2021,PRESTO TORONTO,20.0,0,2144.31
01/05/2021,PAYMENT - THANK YOU,0,200.0,1944.31
01/07/2021,NETFLIX.COM,18.99,0,1963.3
01/07/2021,UDEMY ONLINE COURSES,13.99,0,1977.29
01/19/2021,DOORDASH*JOLLIBEE,31.21,0,2008.5
02/05/2021,PAYMENT - THANK YOU,0,200.0,1808.5
02/07/2021,NETFLIX.COM,18.99,0,1827.49
02/11/2021,UBER *TRIP,13.98,0,1841.47
02/17/2021,CRUNCHYROLL *ANIME,8.39,0,1849.86
02/21/2021,MICROSOFT*365,12.43,0,1862.29
03/06/2021,PRESTO TORONTO,20.0,0,1882.29
03/07/2021,NETFLIX.COM,18.99,0,1901.28
03/08/2021,PAYMENT - THANK YOU,0,76.0,1825.28
03/19/2021,CRUNCHYROLL *ANIME,8.39,0,1833.67
03/23/2021,UBER * EATS,33.57,0,1867.24
04/07/2021,NETFLIX.COM,18.99,0,1886.23
04/14/2021,PRESTO TORONTO,20.0,0,1906.23
04/18/2021,CRUNCHYROLL *ANIME,8.39,0,1914.62
04/23/2021,MSFT * Subscription,12.43,0,1927.05
04/29/2021,PRESTO TORONTO,20.0,0,1947.05
05/03/2021,DIGITALOCEAN.COM,21.4,0,1968.45
05/07/2021,NETFLIX.COM,18.99,0,1987.44
05/12/2021,PRESTO TORONTO,20.0,0,2007.44
05/16/2021,Subway Scarborough,10.03,0,2017.47
05/25/2021,CRUNCHYROLL *ANIME,8.39,0,2025.86
06/02/2021,ORIENTAL CHOPSTICKS,14.69,0,2040.55
06/05/2021,PRESTO TORONTO,20.0,0,2060.55
06/07/2021,NETFLIX.COM,18.99,0,2079.54
06/10/2021,UBER *TRIP,30.6,0,2110.14
06/15/2021,CRUNCHYROLL *ANIME,8.39,0,2118.53
07/07/2021,NETFLIX.COM,21.46,0,2139.99
07/09/2021,PRESTO TORONTO,20.0,0,2159.99
07/12/2021,DOLLARAMA TORONTO,11.08,0,2171.07
07/16/2021,SKIPTHEDISHES,15.81,0,2186.88
07/20/2021,PAYMENT - THANK YOU,0,400.0,1786.88
09/05/2021,PRESTO TORONTO,20.0,0,1806.88
09/07/2021,NETFLIX.COM,21.46,0,1828.34
09/09/2021,WALMART CANADA,24.95,0,1853.29
09/15/2021,TIM HORTONS TORONTO,6.76,0,1860.05
09/25/2021,CRUNCHYROLL *ANIME,8.39,0,1868.44
10/05/2021,UBER* TRIP TORONTO,13.31,0,1881.75
10/07/2021,NETFLIX.COM,21.46,0,1903.21
10/08/2021,DOORDASH*POPEYES,27.06,0,1930.27
10/12/2021,Name.com,35.85,0,1966.12
10/20/2021,CRUNCHYROLL *ANIME,8.39,0,1974.51
11/04/2021,Name.com,28.22,0,2002.73
11/05/2021,EXPRESSVPN,0,15.7,1987.03
11/18/2021,THE SCARBOROUGH HOSPITAL,45.0,0,2032.03
11/19/2021,INSTACART,93.34,0,2125.37
11/25/2021,CRUNCHYROLL *ANIME,8.39,0,2133.76
